"recipient_name","recipient_city_code","recipient_city_name","recipient_county_code","recipient_county_name","recipient_zip","recipient_state_code","recipient_country_code","recipient_type","receip_addr1","receip_addr2","receip_addr3","duns_no"
"family health international","19000","durham","370","durham","27713","nc","usa","12: other nonprofit","2224 chapel hill nelson hwy","","","067180786"
"w side catholic center","16000","cleveland","035","cuyahoga","44113","oh","","12: other nonprofit","3135 lorain avenue","","","808686976"
"national caucus & center on black aged","50000","washington","001","","20005","dc","usa","12: other nonprofit","1220 l st nw ste 800","","","020316568"
"institute for cancer research","60000","philadelphia","101","philadelphia","19111","pa","usa","12: other nonprofit","333 cottman ave","0","","064367329"
"legal services of n dakota","07200","bismarck","015","burleigh","58502","nd","usa","12: other nonprofit","1025 n 3rd st","po box 1893","","131826195"
"inmed","03320","ashburn","511","loudoun","20147","va","usa","12: other nonprofit","20110 ashbrook pl","ste 260","","174218495"
"chicago symphony orchestra","14000","chicago","031","cook","60604","il","","12: other nonprofit","220 s michigan avenue","","","0684701780000"
"fraunhofer usa","18750","college park","033","prince georges","20740","md","usa","12: other nonprofit","5825 university research ct ste 130","","","1164206910000"
"blood center of seern wisconsin","53000","milwaukee","079","milwaukee","53201","wi","usa","12: other nonprofit","po box 2178","","","057163172"
"e-w players","44000","los angeles","033","los angeles","90012","ca","","12: other nonprofit","120 judge john aiso st","","","0772408770000"
"unity hospital of rochester","63000","rochester","055","monroe","14626","ny","usa","12: other nonprofit","1555 long pond rd","","","198545316"
"kennedy institute","04000","baltimore","510","baltimore","21205","md","usa","12: other nonprofit","707 n broadway","","","064872518"
"cedars-sinai medical center","44000","los angeles","037","los angeles","90048","ca","usa","12: other nonprofit","8700 beverly blvd metro 203","","","075307785"
"good samaritan hospital","21000","dayton","113","montgomery","45406","oh","usa","12: other nonprofit","2222 philadelphia dr","","","063985261"
"international studio & curatorial program","10016","brooklyn","025","kings county","11211","ny","","12: other nonprofit","1040 metropolitan avenue","","","8085903060000"
"chinese fine arts society","14000","chicago","031","cook","60605","il","","12: other nonprofit","sherwood conservatory building","1312 s michigan avenue","","8312729710000"
"klamath watershed partnership","39700","klamath falls","035","klamath","97601","or","usa","12: other nonprofit","205 riverside dr","ste c","","138237065"
"international educational services","44116","los fresnos","061","cameron","78566","tx","usa","12: other nonprofit","po box 112","","","194453742"
"palo alto institute for resear","55282","palo alto","085","santa clara","94304","ca","usa","12: other nonprofit","3801 miranda ave","","","624218814"
"metropolitan area advisory committee","13392","chula vista","073","san diego","91911","ca","usa","12: other nonprofit","1355 third avenue","","","020224135"
"advocacy services","41000","little rock","119","pulaski","72207","ar","usa","12: other nonprofit","1100 n univ ste 201","","","836341511"
"university of montana","50200","missoula","063","missoula","59801","mt","usa","12: other nonprofit","research sponsored programs 32 camp","","","010379790"
"san francisco symphony","67000","san francisco","075","san francisco","94102","ca","","12: other nonprofit","davies symphony hall","","","0746655710000"
"young concert artists","51000","new york","061","new york","10107","ny","","12: other nonprofit","250 w 57 st","ste 1222","","0804047180000"
"eastern nevada landscape coalition","23500","ely","033","white pine","89301","nv","usa","12: other nonprofit","1500 avenue f ste 1","","","103853367"
"national endowment for democracy ned","50000","washington","001","district of columbia","20004","dc","","12: other nonprofit","1025 f st nw","ste 800","","132279084"
"neighborhood youth leadership","69840","vass","125","moore","28394","nc","usa","12: other nonprofit","140 southern dunes dr","","","049106515"
"group i acting company","51000","new york","061","new york","10108","ny","","12: other nonprofit","po box 898","","","1011415540000"
"heart of oregon corps","05800","bend","017","deschutes","97709","or","usa","12: other nonprofit","po box 279","1291 ne 5th st","","144543860"
"virginia opera association","57000","norfolk","710","norfolk","23510","va","","12: other nonprofit","160 e virginia beach blvd","","","0912163900000"
"monadnock music","60500","peterborough","011","hillsboro","03458","nh","","12: other nonprofit","2a concord st","","","6275152990000"
"united negro college fund special programs co","26496","fairfax","059","fairfax","22031","va","usa","12: other nonprofit","2750 prosperity ave ste 600","","","0402015630000"
"ima","55925","new windsor","240","carroll","21776","md","usa","12: other nonprofit","po box 429","box 429","","075219113"
"veterans pl of washington blvd","61000","pittsburgh","003","allegheny","15206","pa","","12: other nonprofit","945 washington blvd","","","018067467"
"university legal services","50000","washington","001","district of columbia","20002","dc","usa","12: other nonprofit","300 i st ne ste 202","","","099853152"
"salk institute for biological studies","66000","san diego","073","san diego","92186","ca","usa","12: other nonprofit","po box 85800","","","078731668"
"bridgeville community center","08254","bridgeville","023","humboldt","95526","ca","usa","12: other nonprofit","po box 3","","","040958857"
"rensselaer polytechnic institute","75484","troy","083","rensselaer","12180","ny","usa","12: other nonprofit","110 eighth st","","","002430742"
"henry ford health system","22000","detroit","163","wayne","48202","mi","usa","12: other nonprofit","2799 w grand blvd","","","073134603"
"project row houses","35000","houston","201","harris","77004","tx","","12: other nonprofit","2521 holman st","","","8687167540000"
"creative growth","53000","oakland","001","alameda","94612","ca","","12: other nonprofit","355- 24th st","","","1137423080000"
"philadelphia chamber music society","60000","philadelphia","101","philadelphia","19103","pa","","12: other nonprofit","1616 walnut st","ste 1600","","1772949490000"
"anthology film archives","51000","new york","061","new york county","10003","ny","","12: other nonprofit","32 second avenue","","","0700899170000"
"discalced","10022","brooklyn","047","kings","11217","ny","","12: other nonprofit","3 lafayette avenue","","","0367457300000"
"waccamaw economic opportunity council","16405","conway","051","horry","29528","sc","usa","12: other nonprofit","po box 1467","","","130046845"
"community legal aid society","77580","wilmington","003","new castle","19801","de","usa","12: other nonprofit","100 w 10th st ste 801","","","092860725"
"materials research society","81016","warrendale","003","allegheny","15086","pa","","12: other nonprofit","506 keystone dr","","","1073285100000"
"group health cooperative central hospital","63000","seattle","033","king","98112","wa","usa","12: other nonprofit","201 16th avenue e","","","078198520"
"total community action","55000","new orleans","071","orleans","70185","la","usa","12: other nonprofit","po box 13848","","","077889715"
"se kansas community action program in","26300","girard","037","crawford","66743","ks","usa","12: other nonprofit","po box 128","","","010669570"
"catholic relief services - united states conf","04000","baltimore","245","baltimore city","21201","md","usa","12: other nonprofit","228 w lexington st ste 220","","","068205541"
"elizabeth glaser pediatric aids foundation","50000","washington","110","district of columbia","20036","dc","usa","12: other nonprofit","1140 connecticut ave nw ste 200","","","007041168"
"screamin ridge farm","46000","montpelier","023","washington","05602","vt","usa","12: other nonprofit","170 dillon rd","","","832516681"
"motivation education & training","50856","new caney","339","montgomery","77357","tx","","12: other nonprofit","22551 gene campbell blvd","po box 1838","","064705288"
"haven center","36000","kansas city","209","wyandotte","66117","ks","usa","12: other nonprofit","po box 171055","","","061089327"
"new york youth symphony","51000","new york","061","new york county","10019","ny","","12: other nonprofit","850 seventh avenue","room 505","","0400788000000"
"cen-tex family services","05864","bastrop","021","bastrop","78602","tx","usa","12: other nonprofit","num10 settlement dr ste c","","","794347443"
"national alliance of state & territorial aids","50000","washington","001","district of columbia","20001","dc","usa","12: other nonprofit","444 n capitol st nw num339","","","966475923"
"national academy of sciences","50000","washington","001","district of columbia","20418","dc","usa","12: other nonprofit","2101 constitution ave nw","","","0419640570000"
"oregon health career center","74950","tualatin","067","washington","97062","or","usa","12: other nonprofit","19365 sw 65th avenue ste 204","","","128422024"
